Time,Fat
2019-08-13,41.3
2019-08-15,41.3
2019-08-18,41.3
2019-08-19,41.3
2019-08-20,41.3
2019-08-21,41.3
2019-08-23,41.3
2019-08-25,41.3
2019-08-26,41.3
2019-08-27,41.3
2019-08-28,41.3
2019-08-29,41.3
