Time,Weight
2019-08-13,353.4
2019-08-15,349.2
2019-08-18,349.0
2019-08-19,349.0
2019-08-20,351.8
2019-08-21,351.8
2019-08-23,352.6
2019-08-25,350.4
2019-08-26,349.0
2019-08-27,348.6
2019-08-28,347.2
2019-08-29,346.8
2019-08-30,346.0
2019-08-31,346.0
2019-09-01,345.0
2019-09-02,343.0
2019-09-03,343.0
2019-09-04,343.4
2019-09-05,342.8
2019-09-06,342.2
